ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio
2172-03-30,25.0,110186886.0,69.0,,Unknown,-3.0,,8903.0,Parallel,847.0,,,-4.951345199222385,1724.0,1643.0,5.8711211141431185,-1,Teleportation,359.0,,376.0,,-8820246.0,,-4940308.0,0.0,-1.9652480726774861,152.0,-8164551.0,-0.33450347065353175,0.24751197417413995,2442343135.6319714,inf
,73.0,262691976.0,835.0,Ghost,,58.0,-760087.0,9865.0,,399.0,Unknown,-33822.0,-3.151978511931177,-16.0,-4.0,-2.4057606244195044,1,,267.0,-47.0,566.0,,-1652618.0,-1984044.0,-5367096.0,,-1.2061511935345408,147.0,,0.2749623737951501,0.5868993063625059,inf,inf
2135-06-08,252.0,-938797.0,,Time Traveler,???,-11.0,-342926.0,9863.0,,777.0,Cave,653392.0,1.4390194527921496,2442.0,-13.0,-3.038902232438898,,,152.0,347.0,526.0,-4352462.0,-6336693.0,-5557191.0,-9900603.0,,2.5685455696449795,56.0,,2.754854256192134,6.731477268080105,1923665.4780280315,inf
2105-01-03,299.0,471152165.0,305.0,Alien,Unknown,-45.0,-341526.0,8652.0,Undefined,593.0,,1099797.0,-2.7362467407098205,,-11.0,7.574548045252674,1,,-2.0,-46.0,951.0,-1270117.0,-5071545.0,-975299.0,-6401891.0,-5372.0,-1.1591358805965855,127.0,,2.191551194392658,2.8772032058336636,818866.4183962898,-357.15998108642776
2105-04-02,161.0,257680885.0,929.0,Ghost,Grade -1,-13.0,-169157.0,6632.0,,506.0,,4571218.0,8.986501317281911,-17.0,1294.0,,-1,Time Machine,-6.0,384.0,89.0,-8911707.0,-3066106.0,,-4138564.0,-70240.0,2.9507674094762626,117.0,-6268936.0,1.8677422553826455,3.234959737068113,,-65.07998291571754
2156-06-14,162.0,-360307.0,-169.0,Alien,Grade -1,118.0,1609062250.0,7333.0,,864.0,Cave,-15107.0,,-11.0,782.0,,yes,,212.0,295.0,11.0,-699638.0,-5101114.0,-4529846.0,-3769985.0,0.0,-0.5858317975703127,45.0,-6698760.0,2.217215235479964,5.185895468760594,-6953690526.023939,-inf
2188-04-23,36.0,-455983.0,897.0,,,49.0,-445573.0,2733.0,,137.0,Spaceship,-34442.0,6.313754990946848,-13.0,,,yes,,76.0,367.0,101.0,-7602581.0,-9467976.0,-2888639.0,-3538001.0,-88633.0,-1.3450824508016797,23.0,-4447882.0,0.19816873666435697,-0.12652755262074977,inf,-2.028243582934478e+303
2155-02-10,130.0,470756139.0,994.0,,,-24.0,1237591935.0,,Undefined,,,5812089.0,2.6338406629276054,-11.0,-16.0,,-1,Alchemy,-7.0,-24.0,79.0,-6881902.0,,-4170119.0,-602803.0,-88298.0,,54.0,-5188021.0,,,-1813716632.667248,20475.033904134274
2100-01-10,107.0,538998857.0,892.0,,,,1592929828.0,4056.0,Complicated,971.0,Spaceship,,-3.7898000361197672,2549.0,1614.0,3.2274537900775453,0,,-8.0,-32.0,380.0,-9293120.0,-6111355.0,-5205564.0,-3171039.0,-82278.0,,-5.0,-4572309.0,0.6117002255970971,1.5531050893092937,,
2145-07-28,,-410282.0,612.0,Time Traveler,,6.0,1602644517.0,2035.0,Undefined,436.0,Cave,-15526.0,-1.4115384472933385,-14.0,1632.0,,no,,64.0,258.0,349.0,-6419404.0,-8453479.0,-3296044.0,-1287495.0,0.0,-0.6848474969809937,187.0,-11520336.0,1.6177306973153422,2.6384760562158367,,-inf
,203.0,275809981.0,161.0,,,-34.0,-643931.0,,Complicated,,Spaceship,-7195.0,-4.2842184416796405,680.0,1981.0,8.82023775447638,1,Time Machine,79.0,457.0,623.0,-7928956.0,,-3158604.0,-600777.0,0.0,2.345676444028819,160.0,-5533064.0,,2.4587321375198266,-13193782.033710662,
2127-01-05,209.0,151552633.0,728.0,Alien,Grade -1,20.0,994744970.0,,Parallel,508.0,Unknown,,,-4.0,107.0,-3.2144147020319696,-1,Alchemy,85.0,-3.0,490.0,-762223.0,-5091112.0,-3134219.0,-2653207.0,,2.1080587056567532,5.0,-5909902.0,0.23012704493124148,0.728245960560248,,inf
,15.0,-439728.0,-101.0,,,-4.0,-211154.0,6709.0,,-1.0,Cave,9033724.0,5.791705947090998,-1.0,1498.0,-3.646264974090143,-1,Time Machine,242.0,-16.0,131.0,-5952674.0,-1502989.0,-386210.0,-9363677.0,-70980.0,-1.9428894783269393,180.0,7258940.0,1.0285451057825017,1.9152900305406202,337017.6259239784,-132.01946500315552
2114-06-24,-2.0,326838160.0,-192.0,Alien,,28.0,-663165.0,8417.0,,-5.0,Cave,-3355.0,-4.03883997736468,3818.0,-6.0,,,Time Machine,66.0,348.0,475.0,-7488507.0,-8905112.0,-6566819.0,,-9183.0,-1.468678605065455,182.0,-10831382.0,1.9150696110221275,,952488.5457412312,-103.3576767658969
2194-02-24,260.0,630510898.0,496.0,Time Traveler,Grade -1,59.0,1835988009.0,,Undefined,981.0,,-33926.0,-2.7502021181569525,786.0,,-4.761390081498753,2,,-6.0,200.0,,-7002425.0,-8401507.0,-3779134.0,-3732126.0,-44363.0,-1.085659001419632,122.0,-10020210.0,0.5836675169604786,2.1729590032299004,-3324605561.6489077,74941.719172484
2123-04-23,-1.0,-756358.0,852.0,,,,337354163.0,,Undefined,-6.0,,-34825.0,4.579332261599221,2757.0,-12.0,9.800484205143578,2,,,-20.0,368.0,-5153499.0,-1999324.0,-7261623.0,-6221252.0,0.0,2.6537041810077664,14.0,-7865126.0,-0.23583022390316372,0.9666571447298017,inf,inf
2103-09-05,110.0,-553609.0,937.0,,,88.0,-751244.0,8626.0,Undefined,-9.0,,-23132.0,,276.0,,-3.5989719658196533,no,Alchemy,-7.0,-44.0,589.0,-1786922.0,-5227333.0,-8809777.0,-532712.0,-820.0,2.285173128613052,16.0,-18144142.0,0.19086492679607825,0.4778567819067364,-2991558.668889536,3676.4520352311415
2152-08-12,114.0,-463093.0,261.0,,Grade -1,73.0,529204148.0,3650.0,Undefined,,Unknown,3947354.0,,3407.0,-12.0,6.218074187768812,0,,412.0,-24.0,-14.0,-9861534.0,-5309059.0,-679387.0,-7675074.0,-44451.0,-1.1741308806660715,159.0,,0.07657466839316118,0.6439050346889785,-283964346.0629094,6299.453152075531
2175-05-22,159.0,841981303.0,720.0,,Unknown,,-182844.0,8271.0,,-4.0,Unknown,6044179.0,-4.687828579859946,1357.0,-14.0,4.328066635766553,0,Alchemy,-6.0,-34.0,,-1672953.0,-6316040.0,-1827458.0,-410055.0,0.0,-0.4077518906329445,106.0,-9613905.0,1.7117997619422,2.1231720622211765,-3235077.271206407,
2138-12-19,61.0,474808468.0,966.0,,,39.0,-523797.0,2820.0,Complicated,-2.0,,-30597.0,-0.64433939458916,4254.0,-14.0,-0.29656428951383607,no,,,-48.0,308.0,-1114946.0,-2655423.0,-9587530.0,-5774812.0,0.0,-0.013294352897694095,113.0,-11400638.0,-0.2600785447199132,0.3977066989358313,173597.979818743,inf
2188-06-01,141.0,-433951.0,189.0,,,35.0,-970608.0,3370.0,,-3.0,Cave,1841078.0,3.328147955599296,4280.0,1136.0,-4.147406939774225,,,-8.0,,,-2014134.0,-3349580.0,-5600721.0,-7364810.0,-52773.0,-0.5667792502955413,44.0,-1261454.0,2.5966235137119886,2.4398477967024985,,-34.886741326056885
2172-11-13,197.0,871375173.0,431.0,,,41.0,737949370.0,7779.0,,-6.0,,1235943.0,,-8.0,1637.0,2.0922402938651103,yes,Alchemy,-7.0,414.0,488.0,-1698173.0,-9958845.0,-9224148.0,,0.0,,96.0,-5564960.0,-0.20464501469911595,0.10913761651894838,,inf
2199-04-10,38.0,590426196.0,481.0,Alien,???,-27.0,,186.0,,773.0,Cave,-11945.0,-1.693250799584685,4008.0,827.0,-4.001499032804387,-1,,280.0,-2.0,,-5063407.0,-8029339.0,-75007.0,-1016597.0,0.0,-0.1809269969003382,15.0,-5216264.0,1.592684084093138,4.426069036116267,,inf
2177-05-10,143.0,,-44.0,Time Traveler,???,22.0,-352444.0,,,950.0,Spaceship,-24397.0,-2.6562446978279297,-18.0,,,0,,273.0,,694.0,-3454103.0,,-3966782.0,-556776.0,0.0,,5.0,-4885991.0,2.7533642230917823,7.9675806232714095,2340104.9876568904,inf
2149-04-02,282.0,,134.0,,,-47.0,-269774.0,,Parallel,-5.0,Unknown,9164407.0,-2.503022004144672,-9.0,,4.3207405535019925,yes,Teleportation,314.0,422.0,120.0,-805993.0,-901428.0,-8223530.0,-8134633.0,-27084.0,,98.0,-2805999.0,-0.2815197495309461,0.3195305851764998,,-338.36977551321814
2184-12-23,57.0,-603725.0,59.0,Alien,,62.0,1000486801.0,7124.0,,127.0,,-27603.0,-4.359225077184337,,-9.0,-2.6179764063082,1,Alchemy,-3.0,105.0,815.0,-5952202.0,-5480911.0,-554964.0,-9638876.0,-86609.0,-0.026045456648601695,,8836023.0,0.8408670700543477,3.4037342878721235,inf,-2.0756424099831606e+303
2133-06-16,39.0,-470193.0,-119.0,,,-5.0,-362013.0,6491.0,Complicated,-3.0,Spaceship,8886875.0,-0.9713208906179585,-4.0,572.0,4.357625412932528,-1,,59.0,241.0,-31.0,-3048902.0,-3987891.0,-7159851.0,-9558806.0,0.0,-1.0190638446579523,79.0,-4696813.0,0.6478102753706851,,664864.1575184315,inf
2100-08-24,141.0,421675191.0,553.0,Alien,???,-33.0,-803133.0,6202.0,,-7.0,Cave,-20371.0,7.503390108284178,-3.0,1680.0,3.9663458185698612,no,Alchemy,-7.0,328.0,252.0,-4408943.0,-7335568.0,-9441687.0,-1778792.0,-5752.0,-0.42864481367534624,90.0,-15442508.0,0.7047307085543,1.8298696328617217,1224690.5732076108,-209.3740565381799
2105-03-24,8.0,-716436.0,995.0,,,-8.0,599179329.0,,Parallel,-6.0,Unknown,5418484.0,-4.32308978345272,-14.0,-2.0,-3.850418899148625,1,,424.0,109.0,725.0,-3891110.0,-7724824.0,,-2492874.0,-29286.0,,145.0,-10732082.0,,2.24300635403635,,
2123-06-17,,555955256.0,1054.0,,Grade -1,110.0,-415399.0,1644.0,Undefined,353.0,,6651864.0,-3.13000316487202,,550.0,-0.27198610736989526,2,Alchemy,-3.0,-42.0,946.0,-3904134.0,-5448533.0,-34399.0,-4557400.0,0.0,-1.204966645839942,147.0,-2013034.0,0.41736083411717817,1.0645237485495727,368501.75051978667,
2199-05-20,49.0,-405238.0,519.0,,,42.0,,155.0,Complicated,,Spaceship,1913241.0,3.682195095989635,-16.0,-12.0,,2,Alchemy,-1.0,-16.0,276.0,-1056222.0,-4784238.0,-82808.0,-6251488.0,-37403.0,-0.9174539065553635,115.0,-762055.0,,-0.7062426132034961,429237.13828322245,-62.62808165877664
,156.0,-662133.0,-126.0,,,52.0,-884717.0,5151.0,,-6.0,,5544369.0,-2.1582247700668966,-5.0,1048.0,7.452056183547771,-1,Alchemy,-6.0,383.0,525.0,-7438471.0,-9587467.0,-6934468.0,-5590492.0,-86277.0,-0.9201689478746444,111.0,,,7.425077607634886,5474243.654828262,-127.71205135584526
2152-01-28,191.0,510888139.0,1093.0,Ghost,Unknown,73.0,1999668048.0,7211.0,Complicated,-6.0,Cave,9578366.0,-4.456756104335348,667.0,-13.0,-2.590023890270085,0,,123.0,,985.0,-4549121.0,,-3159712.0,-8587695.0,-85565.0,,194.0,3870592.0,,2.38500346304168,,-111.94256997604161
2122-05-08,135.0,590644777.0,425.0,Alien,Unknown,-41.0,-229495.0,9473.0,Complicated,-3.0,Cave,294661.0,,-9.0,,,-1,Teleportation,122.0,-6.0,310.0,-7228349.0,-3136196.0,-6293383.0,-530811.0,0.0,,78.0,-8487409.0,-0.027053427175141198,-0.13160141342979895,inf,inf
2114-10-30,153.0,-729116.0,-139.0,Ghost,,22.0,1575694706.0,9847.0,,754.0,Spaceship,-22904.0,-3.7865280077213272,-7.0,1345.0,-2.0432730881213237,0,Teleportation,-8.0,182.0,721.0,-2440185.0,-4350337.0,-9108395.0,-5187260.0,-2657.0,-0.9128553901147491,,,1.0930489872835838,2.394453084919605,-3144105874.7276587,1183337.8918809404
2199-01-01,,-154537.0,673.0,Alien,Grade -1,136.0,-960748.0,4905.0,,,,,2.0632304229206366,,1503.0,-0.5961646742561832,no,,-6.0,-36.0,245.0,-6344748.0,-7516290.0,-5194431.0,-1117161.0,0.0,-1.7597135462970752,136.0,-13173151.0,-0.2804739337567759,-0.24925215488373614,3.866937586004402e-40,-inf
2116-04-18,58.0,121094509.0,119.0,Time Traveler,???,-20.0,865578545.0,3930.0,Complicated,-9.0,Spaceship,3297100.0,,-8.0,1061.0,5.050203642123576,2,Alchemy,233.0,165.0,718.0,-7366515.0,-1272262.0,-8186835.0,,0.0,-1.3078225522809737,2.0,,-0.4025028401087687,-1.1905385951856726,,inf
2159-10-31,164.0,-423449.0,-99.0,,???,105.0,1550456717.0,7960.0,Undefined,100.0,,7947763.0,-2.8186643259779007,-12.0,1680.0,-3.9995119044058702,,Alchemy,-4.0,-16.0,,,-4929710.0,-2714217.0,-8593873.0,-26419.0,-1.627833336718123,64.0,1988818.0,-0.33370893997989953,0.09232545943212611,1192888572.7220912,-45453.51208304975
2121-12-04,38.0,-847930.0,673.0,Time Traveler,Grade -1,9.0,-726223.0,3340.0,Parallel,-2.0,,-23197.0,-2.8332898481583846,-4.0,,-1.3703651002888249,-1,Teleportation,,390.0,602.0,-9589358.0,-5273400.0,-7958673.0,-1091306.0,-79695.0,1.5114864564811334,101.0,-9673240.0,2.145222063678984,3.0086674097820234,,0.29107221281134327
2183-07-28,97.0,649730217.0,753.0,Time Traveler,???,80.0,-449781.0,9952.0,Undefined,820.0,Unknown,-275.0,-0.4732454883648156,-16.0,-1.0,-2.368033402104937,no,Alchemy,,-26.0,767.0,-5981974.0,-3534921.0,-149517.0,-5568297.0,-80633.0,1.9363944492182366,140.0,-469674.0,1.0572338504349146,2.3426470731914746,inf,-2.2294756921636497e+303
2163-11-12,,-991529.0,54.0,Alien,,67.0,1563152846.0,3715.0,,433.0,Cave,8870368.0,-2.119072937463638,2119.0,1281.0,-1.6578021001576566,0,Time Machine,462.0,236.0,642.0,-881506.0,-1729761.0,-8273822.0,-2475723.0,0.0,-0.8441707802956397,3.0,-8532047.0,2.455389203204356,2.9892360563525946,inf,inf
2158-01-21,150.0,,369.0,Ghost,,132.0,940429166.0,4158.0,Undefined,-4.0,Cave,-3317.0,-2.1690445630129656,4908.0,1526.0,-4.213845416502527,2,Alchemy,-1.0,-11.0,449.0,-3480257.0,-6930297.0,-2298121.0,-6912944.0,0.0,-1.179688385656805,191.0,-4212878.0,0.5682528642603359,0.31697363646982507,,-inf
,,-240971.0,,,,-37.0,,,Undefined,779.0,,-15206.0,1.594753358431395,971.0,1812.0,-1.7619909904052715,2,Alchemy,120.0,194.0,98.0,-8848374.0,-1253456.0,-5862546.0,,-84794.0,-0.0067147183573781355,87.0,-4701326.0,2.2136260828783656,4.405118554834623,239935.79488545482,-2.6503030271653043
2152-10-17,138.0,-968953.0,784.0,Alien,Grade -1,135.0,-919749.0,-49.0,Undefined,255.0,Spaceship,,3.7731595433325182,,-4.0,-3.0887142629743973,0,,-8.0,-5.0,896.0,-7541128.0,-6786796.0,-1362571.0,-2588997.0,0.0,-1.9575817295069216,93.0,-1704432.0,-0.22722904717464276,-0.3561747089876306,8924497.222986074,inf
2165-07-09,139.0,-629757.0,1136.0,,???,92.0,1845438112.0,7266.0,Complicated,-3.0,Spaceship,6629141.0,-2.1204476629130182,-9.0,970.0,9.533234202343126,no,Teleportation,-7.0,200.0,513.0,-6233495.0,,-5260844.0,-7700394.0,0.0,-1.3913178315921546,,-3840702.0,1.7228785516758434,3.970305341891589,-6105793995.16994,-inf
2100-03-19,282.0,-902.0,797.0,Time Traveler,Unknown,-49.0,-797787.0,,,-9.0,Cave,-22457.0,4.187091410488984,1560.0,,-1.6426222946369897,0,Teleportation,-7.0,-43.0,12.0,-1850280.0,-9941898.0,-3634573.0,-1957696.0,-72104.0,-1.4426536947059991,157.0,-7680094.0,0.7621066975277293,0.7868301730729859,-5231024.027378152,72.85977237570943
2156-06-07,132.0,-87981.0,260.0,,Unknown,-27.0,229345370.0,7220.0,Undefined,430.0,,-42454.0,2.288488122192937,-6.0,910.0,6.992608374847198,no,Time Machine,160.0,294.0,,-2547177.0,-1866650.0,-6296656.0,-6407653.0,-3461.0,-1.2875928038841606,,-1268246.0,0.4685372431021443,0.2384655452940394,inf,-5.194143700844599e+304
2146-07-03,149.0,-369739.0,507.0,Ghost,,13.0,1029758492.0,9748.0,Undefined,-1.0,Cave,,6.882106041778479,3326.0,1292.0,-1.7544628553164774,0,Time Machine,-1.0,217.0,8.0,-6462788.0,,-5208445.0,,-92505.0,2.981267310946721,176.0,-5102623.0,2.352881829527191,2.448405675395956,-2101055446.7499847,22713.303245770334
2138-07-01,0.0,,686.0,Alien,Unknown,148.0,691687295.0,9367.0,,-2.0,Spaceship,-7134.0,-1.252068549615922,-16.0,921.0,3.066537250248407,2,Time Machine,226.0,367.0,,-3545443.0,-5156854.0,-7014231.0,-5670878.0,,-1.4714743291370882,9.0,,-0.318272581379788,-0.38566418778038913,,-inf
2147-10-11,127.0,-789314.0,,Ghost,Grade -1,49.0,-247300.0,7515.0,,-3.0,Unknown,7755334.0,3.2444493478809626,4782.0,-1.0,-1.4940176521529107,2,,-4.0,-36.0,768.0,-8736227.0,-1557355.0,-1191135.0,-872453.0,0.0,2.1958159751554795,149.0,-10076136.0,2.823360112401783,2.8016635471415423,577376.1626734196,inf
2150-09-16,67.0,-292008.0,875.0,Ghost,Grade -1,,-161786.0,923.0,Parallel,681.0,Spaceship,357061.0,-2.6897009905268487,,,6.789410552540112,-1,,-6.0,264.0,338.0,-423533.0,-4673183.0,-4660508.0,-6662887.0,-37053.0,2.98216298101158,67.0,-6849902.0,2.2494094805186102,5.015513037515466,inf,-4.851680389880214e+303
2126-01-15,66.0,293923647.0,319.0,Alien,???,-27.0,1007367300.0,2922.0,Parallel,641.0,Unknown,-8876.0,-4.075513023884003,-5.0,-4.0,7.792268773246432,no,,375.0,-6.0,537.0,-1060754.0,-9704904.0,-5839684.0,,-30313.0,2.9658086955421425,13.0,-7618506.0,0.744632458745287,0.8348658038037937,inf,-5.93043623152547e+303
2180-03-09,243.0,304087750.0,611.0,Ghost,Unknown,104.0,1053901276.0,694.0,,91.0,,-43922.0,2.773231330444287,62.0,752.0,,2,,456.0,-27.0,963.0,-1839947.0,-7086071.0,,-4334588.0,-93552.0,1.9960897763964438,35.0,-5479731.0,2.969665470090811,7.539243620288253,,
2177-02-19,247.0,-515957.0,921.0,,Grade -1,114.0,669843551.0,5502.0,,582.0,,,5.698683793640643,764.0,-17.0,-0.8040415442890918,no,Teleportation,-6.0,-26.0,585.0,-1167602.0,-2812612.0,-9278269.0,-8144912.0,-5505.0,,7.0,,0.20871233691195967,0.6143336603792577,-342922867.13939166,62294.78276828186
2132-09-24,280.0,932270624.0,35.0,,Grade -1,40.0,-437841.0,7212.0,Parallel,-7.0,,4965216.0,3.3089387705416353,-4.0,1899.0,3.9297606018230997,no,,460.0,-35.0,473.0,-1566188.0,-6161261.0,-1789442.0,-9725417.0,-87983.0,-1.633156295260539,100.0,756166.0,0.908449046526072,2.722375814807235,-9933064.576091789,56.46373249482046
,252.0,-476385.0,1197.0,,,116.0,-259466.0,189.0,,874.0,Spaceship,-27025.0,9.404696701530947,3675.0,814.0,6.522398904836145,1,,80.0,221.0,229.0,-5883653.0,-7417382.0,-199727.0,,0.0,-0.37991004213098445,83.0,-2544493.0,2.5970783770246695,3.6649699202541703,-7924459.044405572,-inf
2117-12-23,74.0,-487064.0,726.0,,,,-480198.0,,,202.0,,7023276.0,-4.260444318272356,-4.0,1324.0,-3.5342817764266643,1,Time Machine,-6.0,-12.0,514.0,-2194289.0,-6580952.0,-4679009.0,-4890413.0,0.0,-1.0556096033188858,165.0,-4598554.0,2.9888247968088435,6.126510231675226,-24516149.668583166,
2116-05-21,135.0,153293585.0,356.0,Ghost,Grade -1,-25.0,938696005.0,4107.0,Parallel,-3.0,Spaceship,8360150.0,8.369341045856135,-14.0,787.0,-4.261217791168565,0,,-5.0,-18.0,,-6776268.0,-7418164.0,-4258263.0,-506125.0,0.0,-1.6935369641880345,131.0,-9032405.0,0.33689487470599155,1.628399641650315,inf,inf
,,531913646.0,448.0,Alien,???,14.0,-266954.0,1757.0,Undefined,-1.0,,9309687.0,-1.7651715798934564,4532.0,655.0,-4.3511834635100195,no,,-3.0,471.0,135.0,-1655106.0,-2769056.0,-7934101.0,-2686612.0,-64784.0,1.9990536556668945,171.0,,2.100896922306695,5.171854960940133,,-143.70349160286491
2150-11-09,114.0,-251840.0,33.0,Alien,,69.0,-911175.0,2366.0,,-9.0,,8546548.0,-2.41575771846037,4584.0,1488.0,-1.8272057165460076,0,Teleportation,-5.0,164.0,754.0,-6712959.0,-2843187.0,-8491047.0,-6334448.0,0.0,-0.40606317904208833,138.0,-7208059.0,0.5700526572244409,1.0643150729480957,inf,inf
,156.0,-321396.0,855.0,,,-47.0,-935073.0,6766.0,Parallel,162.0,Spaceship,-23200.0,3.3322900162645084,3393.0,-4.0,-3.3602253476020487,0,Time Machine,111.0,343.0,24.0,-1418658.0,-4689920.0,-294859.0,-520220.0,0.0,-0.5940136315537992,87.0,-1016861.0,2.182654347497621,3.2633513318426255,,-inf
2152-04-14,230.0,,1112.0,,Grade -1,,-259308.0,4715.0,,750.0,Spaceship,4971555.0,-0.05218359085430091,-10.0,671.0,-3.6247535570380323,-1,Time Machine,-5.0,227.0,,-363101.0,-8688249.0,-919640.0,-2263811.0,-2633.0,,-6.0,-2887867.0,-0.06150594819913985,0.49209391635016886,-1063365.74384108,-1484.3103897299354
,269.0,-563544.0,378.0,,Grade -1,-50.0,1750158010.0,674.0,,161.0,,-33399.0,9.248112843655791,-4.0,1290.0,-2.039703353217663,1,,-1.0,473.0,659.0,-1763293.0,,-7018313.0,-8994790.0,0.0,,117.0,-3100414.0,0.6765947682109803,1.0967808760189495,-1599616529.482818,-inf
,177.0,,341.0,Ghost,Grade -1,-1.0,1575011160.0,6666.0,Parallel,224.0,,3045979.0,-4.3502254796153945,,-19.0,-4.871651227672491,1,,-6.0,,182.0,-7564046.0,,-3448184.0,-2129515.0,0.0,-1.078955926405848,148.0,-9335886.0,-0.23750145055930816,1.1310974161317162,,inf
2130-10-17,291.0,-836643.0,-87.0,,???,59.0,-814215.0,3894.0,,-9.0,,-1537.0,6.977491015146417,-6.0,245.0,9.841270205615503,2,,,485.0,484.0,-6537401.0,,-7316745.0,-3103427.0,-46047.0,,184.0,-7046520.0,1.2216392208410072,,-14091992.865917444,306.06836201962005
2150-04-30,8.0,,3.0,Alien,,88.0,-122701.0,7272.0,Parallel,351.0,Spaceship,7039691.0,-1.5941145196473623,-13.0,1044.0,9.288544451774058,1,,32.0,453.0,845.0,-4731626.0,-8807813.0,-518602.0,-4965106.0,-27695.0,1.6512761513433427,76.0,-657824.0,1.9552519346381185,4.202279045549668,429686.53430665814,
2199-10-24,57.0,513162492.0,852.0,Time Traveler,Grade -1,23.0,-493281.0,5233.0,Parallel,,Cave,-20988.0,-3.13661952252081,-1.0,1370.0,-1.4581320469640096,2,Teleportation,-3.0,-47.0,921.0,-6125325.0,,-9347467.0,,0.0,,109.0,-16436560.0,0.8251563091260774,1.8975772214370292,,-inf
,207.0,404543477.0,442.0,Time Traveler,Grade -1,136.0,-341191.0,3287.0,,-3.0,Cave,936621.0,6.75719213872678,-8.0,-8.0,5.9067926665409445,no,Teleportation,-9.0,105.0,596.0,,-8429713.0,-9922850.0,-8096975.0,-90270.0,2.51602189396389,176.0,-8810063.0,1.6515092375082108,1.801220529190205,,-10.375772681954137
2111-01-02,91.0,760509073.0,273.0,Time Traveler,Unknown,11.0,-796903.0,9923.0,Complicated,,Cave,-40476.0,-2.9726426355651063,-16.0,93.0,-0.7200569143677527,-1,Alchemy,-8.0,240.0,242.0,-1965044.0,-4241673.0,-9813726.0,-5223487.0,0.0,-1.9145201706130428,161.0,-5131853.0,1.491803667883511,,,inf
2130-12-12,31.0,454019949.0,496.0,Ghost,???,30.0,1184060259.0,,Undefined,-1.0,,5681113.0,4.346875826040847,-5.0,-12.0,-3.3274681850074654,,,119.0,-45.0,-13.0,-5470784.0,-9445286.0,-7647027.0,-7925477.0,-34776.0,,53.0,,0.531087810960795,0.8044804213561777,inf,-5.169349939217609e+303
2105-05-25,,-397820.0,52.0,,Grade -1,113.0,,9119.0,,367.0,,-41676.0,1.2087911319490954,587.0,,3.3276359798900934,0,,-8.0,,117.0,,-5569818.0,-5324412.0,-8485403.0,-62241.0,-0.6996447586750745,83.0,-2675456.0,1.2037236576534585,2.7099264366490843,16176.002554764491,0.40969774658561897
2174-06-24,156.0,-486526.0,704.0,,Unknown,5.0,-981591.0,,Undefined,262.0,Unknown,-4114.0,8.277782481238605,2874.0,-3.0,2.4735127064324463,no,Time Machine,237.0,359.0,,-4769954.0,-4663029.0,,-51939.0,,2.451865126615556,159.0,-9497332.0,-0.2584333495029495,1.0783680558994857,inf,inf
2185-03-06,98.0,-913899.0,185.0,,,,-849503.0,7128.0,,302.0,,9840772.0,9.026170985788745,-2.0,204.0,7.570840678202567,,Time Machine,-6.0,417.0,94.0,-1101862.0,-4198383.0,-7596968.0,-3419312.0,-73237.0,2.39964004187226,110.0,-7097844.0,1.1096964792161175,2.9274471614462123,-20723959.549917012,148.60231235464332
2148-02-25,25.0,557944956.0,-139.0,Ghost,Grade -1,-30.0,749389236.0,4249.0,,173.0,,6477640.0,-4.558828373571828,-2.0,-6.0,-2.4925392680246583,yes,,256.0,-9.0,704.0,-7002423.0,,-5476845.0,-9433025.0,,2.5830281623922504,89.0,-4533160.0,1.1036632300938973,2.4400237360359656,inf,inf
2167-02-18,221.0,678995741.0,314.0,Ghost,Grade -1,90.0,1801818613.0,7930.0,Undefined,-7.0,,-33799.0,7.529588188609097,-10.0,-9.0,-2.487380426530925,no,Alchemy,144.0,337.0,609.0,-345618.0,-9768050.0,-6293204.0,-5751147.0,0.0,,155.0,-7700219.0,-0.39948731199904347,-0.041519064281790086,,-inf
2185-08-16,,,229.0,Time Traveler,Unknown,,1630232975.0,344.0,Parallel,262.0,Cave,6200969.0,-2.271114233875312,-9.0,,7.52460062123096,2,Teleportation,220.0,-23.0,315.0,-5738192.0,-4708838.0,-4801778.0,-5942608.0,-34023.0,,124.0,-6046928.0,1.2985563684077606,3.8113228474879453,51777868202.8812,-1522031.248622438
2160-02-07,,-91874.0,379.0,,???,88.0,1846443314.0,5207.0,,,Unknown,8133949.0,-2.69009587166795,4103.0,-2.0,-3.550408820357101,no,,-4.0,-28.0,102.0,,-3191007.0,-3015479.0,-5639275.0,0.0,-0.8378558767043627,48.0,-1448817.0,2.0819278308492155,3.7585533002206906,,inf
2142-02-04,,-65757.0,964.0,,Grade -1,19.0,582681199.0,5295.0,Complicated,134.0,Spaceship,,-0.49608999905787243,3249.0,159.0,,-1,,81.0,129.0,777.0,-275101.0,-6011396.0,-1004658.0,-4957336.0,0.0,2.4611159400809735,58.0,2762525.0,1.0828826119280766,,-1678422019.7362123,
